Cvarians9779	K13953
Cvarians98555	K20352
Cvarians24698	K15451
Cvarians282044	K18156
Cvarians95599	K03234
Cvarians3419	K24032
Cvarians61202	K05643
Cvarians419410	K06051
Cvarians37163	K05765
Cvarians221628	K12304
Cvarians173185	K11224
Cvarians117451	K02910
Cvarians491759	K02999
Cvarians219796	K24978
Cvarians447451	K00147
Cvarians399677	K09229
Cvarians2681	K01530
Cvarians17507	K18624
Cvarians66834	K15290
Cvarians502296	K03686
Cvarians51976	K02880
Cvarians166020	K05677
Cvarians125235	K15717
Cvarians2079	K02987
Cvarians297894	K03083
Cvarians5688	K08844
Cvarians181035	K17785
Cvarians284003	K11135
Cvarians424404	K02964
Cvarians118009	K06067
Cvarians229459	K09582
Cvarians144795	K03355
Cvarians2826	K08283
Cvarians360420	K13199
Cvarians239235	K01968
Cvarians64890	K15502
Cvarians227902	K19525
Cvarians22155	K21772
Cvarians159229	K11130
Cvarians248691	K00967
Cvarians159059	K17605
Cvarians225298	K07955
Cvarians9519	K16910
Cvarians171697	K00934
Cvarians32767	K12197
Cvarians91294	K22615
Cvarians38012	K25168
Cvarians41417	K23909
Cvarians5276	K09705
Cvarians41206	K14961
Cvarians28466	K22665
Cvarians92303	K15115
Cvarians10519	K01431
Cvarians22125	K00733
Cvarians401211	K09710
Cvarians487663	K01187
Cvarians52059	K00699
Cvarians125063	K07293
Cvarians231168	K12396
Cvarians28575	K01870
Cvarians183497	K01847
Cvarians11137	K14439
Cvarians10252	K25102
Cvarians357025	K14308
Cvarians88118	K14832
Cvarians30986	K05357
Cvarians185818	K04461
Cvarians306475	K02940
Cvarians227972	K08059
Cvarians193164	K07375
Cvarians83444	K22074
Cvarians280616	K20476
Cvarians42665	K11353
Cvarians21845	K11987
Cvarians132864	K08585
Cvarians1470	K02599
Cvarians289968	K01937
Cvarians3573	K01278
Cvarians62309	K10802
Cvarians76918	K15040
Cvarians480549	K10436
Cvarians117220	K11253
Cvarians142916	K12394
Cvarians30604	K03252
Cvarians161528	K04534
Cvarians10009	K06636
Cvarians105474	K00128
Cvarians121034	K23605
Cvarians51698	K08065
Cvarians66562	K05658
Cvarians97483	K19375
Cvarians4561	K14554
Cvarians87043	K05605
Cvarians232951	K10752
Cvarians235176	K00559
Cvarians61816	K22808
Cvarians21738	K07874
Cvarians107801	K15102
Cvarians370483	K15759
Cvarians99888	K02649
Cvarians163974	K22531
Cvarians36472	K02974
Cvarians68557	K07752
Cvarians47276	K06067
Cvarians8160	K05619
Cvarians163375	K09113
Cvarians192901	K02112
Cvarians281538	K00021
Cvarians15327	K17871
Cvarians69727	K05110
Cvarians8527	K24524
Cvarians220793	K01376
Cvarians127935	K04615
Cvarians235523	K10151
Cvarians9162	K04469
Cvarians17718	K17495
Cvarians1754	K06134
Cvarians9562	K14792
Cvarians8217	K04348
Cvarians286691	K01880
Cvarians54489	K12162
Cvarians660	K09560
Cvarians412770	K09493
Cvarians491879	K10380
Cvarians286287	K00164
Cvarians4870	K22369
Cvarians41100	K08712
Cvarians355535	K02865
Cvarians286040	K02128
Cvarians283304	K01897
Cvarians30927	K02370
Cvarians423867	K00010
Cvarians62232	K00337
Cvarians402557	K18261
Cvarians95468	K05110
Cvarians14746	K10576
Cvarians235524	K12329
Cvarians6260	K09201
Cvarians24929	K00854
Cvarians190006	K00109
Cvarians286714	K01265
Cvarians79812	K07901
Cvarians194377	K00134
Cvarians45181	K06762
Cvarians419916	K09848
Cvarians467688	K12829
Cvarians84006	K24509
Cvarians406393	K17339
Cvarians474501	K02880
Cvarians285659	K11462
Cvarians46989	K06185
Cvarians23420	K20282
Cvarians14569	K18470
Cvarians125228	K03294
Cvarians164434	K10606
Cvarians128190	K02930
Cvarians460787	K00616
Cvarians73185	K06689
Cvarians223957	K22390
Cvarians134149	K01739
Cvarians298868	K00864
Cvarians437587	K17081
Cvarians153348	K00934
Cvarians59337	K04440
Cvarians6206	K01873
Cvarians111172	K14565
Cvarians13662	K10994
Cvarians94947	K13208
Cvarians65405	K17301
Cvarians87135	K15378
Cvarians81998	K13302
Cvarians464788	K08794
Cvarians113501	K03686
Cvarians104367	K00814
Cvarians94926	K05592
Cvarians482018	K14794
Cvarians290189	K15334
Cvarians20861	K09257
Cvarians106123	K05665
Cvarians51481	K00901
Cvarians114335	K12035
Cvarians32303	K02882
Cvarians56325	K02997
Cvarians91961	K05343
Cvarians135790	K01202
Cvarians252491	K11654
Cvarians231454	K07198
Cvarians360764	K17087
Cvarians227917	K09420
Cvarians16353	K12132
Cvarians23747	K10380
Cvarians13060	K20181
Cvarians141034	K00413
Cvarians2789	K05725
Cvarians405242	K20690
Cvarians3121	K10380
Cvarians46667	K18723
Cvarians60300	K01376
Cvarians444169	K05609
Cvarians153191	K00815
Cvarians401045	K02992
Cvarians149600	K09495
Cvarians225217	K12830
Cvarians347508	K13348
Cvarians244833	K13251
Cvarians425816	K07561
Cvarians349485	K04630
Cvarians403544	K01464
Cvarians75189	K10380
Cvarians4305	K10380
Cvarians111411	K09848
Cvarians353117	K01870
Cvarians59391	K10400
Cvarians407285	K12470
Cvarians55194	K05857
Cvarians21095	K12837
Cvarians131191	K03260
Cvarians48342	K13912
Cvarians35166	K19685
Cvarians1957	K01301
Cvarians14315	K14563
Cvarians477626	K16465
Cvarians38208	K15443
Cvarians87331	K06130
Cvarians81624	K09490
Cvarians57068	K07374
Cvarians523	K23330
Cvarians91348	K23317
Cvarians500927	K13126
Cvarians477007	K02898
Cvarians114903	K02866
Cvarians197596	K00671
Cvarians8745	K06698
Cvarians410992	K05736
Cvarians10386	K24816
Cvarians125109	K04499
Cvarians10700	K01611
Cvarians40587	K17255
Cvarians73918	K20996
Cvarians7110	K07198
Cvarians222379	K12843
Cvarians166237	K00799
Cvarians252335	K14686
Cvarians458943	K14849
Cvarians282250	K15732
Cvarians149104	K12613
Cvarians92884	K12165
Cvarians118538	K08601
Cvarians29686	K05693
Cvarians435666	K02725
Cvarians118202	K02870
Cvarians50552	K04565
Cvarians412445	K16865
Cvarians322599	K15104
Cvarians415521	K18584
Cvarians5800	K20828
Cvarians473890	K04802
Cvarians375741	K00750
Cvarians6134	K13351
Cvarians5242	K11884
Cvarians492387	K02949
Cvarians266773	K08827
Cvarians391056	K03062
Cvarians17014	K23741
Cvarians122382	K10435
Cvarians150038	K02147
Cvarians462094	K12860
Cvarians221653	K10380
Cvarians29836	K08857
Cvarians95822	K04646
Cvarians490005	K04733
Cvarians83867	K03094
Cvarians467136	K20222
Cvarians9705	K07874
Cvarians55347	K01870
Cvarians199982	K18050
Cvarians105267	K05673
Cvarians110429	K02905
Cvarians475835	K00451
Cvarians431131	K20282
Cvarians363715	K03015
Cvarians196706	K07756
Cvarians14564	K01081
Cvarians36700	K12132
Cvarians123942	K00033
Cvarians6614	K02183
Cvarians80172	K05633
Cvarians8239	K10380
Cvarians8674	K11885
Cvarians469560	K09645
Cvarians244004	K14550
Cvarians70297	K11853
Cvarians345051	K17686
Cvarians165823	K14209
Cvarians33223	K03555
Cvarians38223	K05695
Cvarians160601	K14963
Cvarians201063	K03661
Cvarians7265	K09494
Cvarians131861	K01883
Cvarians190848	K14379
Cvarians182323	K02894
Cvarians95878	K04043
Cvarians76175	K02932
Cvarians350935	K11584
Cvarians324555	K10703
Cvarians12865	K12843
Cvarians3232	K11647
Cvarians431105	K00688
Cvarians199558	K14648
Cvarians17503	K14684
Cvarians51808	K05665
Cvarians121536	K01802
Cvarians190334	K17404
Cvarians59242	K00876
Cvarians13351	K04615
Cvarians41728	K17307
Cvarians242794	K05099
Cvarians9825	K09533
Cvarians1572	K02987
Cvarians88490	K01687
Cvarians126407	K17086
Cvarians68626	K04615
Cvarians47928	K07497
Cvarians21204	K15078
Cvarians130604	K19502
Cvarians82719	K24205
Cvarians346565	K06067
Cvarians472417	K09580
Cvarians286946	K14396
Cvarians43364	K05917
Cvarians114817	K06230
Cvarians406038	K00933
Cvarians47968	K08857
Cvarians74309	K06766
Cvarians94002	K20044
Cvarians416238	K12795
Cvarians670	K15621
Cvarians73653	K00698
Cvarians9704	K07427
Cvarians468426	K12667
Cvarians7608	K16575
Cvarians448021	K02941
Cvarians49654	K11254
Cvarians439373	K15115
Cvarians260600	K00773
Cvarians2310	K08656
Cvarians81375	K03142
Cvarians155344	K19681
Cvarians61361	K11430
Cvarians150676	K01336
Cvarians133179	K13431
Cvarians180867	K11248
Cvarians46767	K13144
Cvarians97870	K24510
Cvarians119476	K12666
Cvarians342711	K01897
Cvarians6525	K06631
Cvarians307562	K12831
Cvarians18712	K02937
Cvarians105517	K16075
Cvarians81707	K04730
Cvarians4462	K03020
Cvarians39062	K09624
Cvarians376072	K09571
Cvarians68280	K10380
Cvarians280291	K17570
Cvarians55211	K17808
Cvarians137950	K02725
Cvarians234800	K08515
Cvarians164565	K05544
Cvarians48682	K13699
Cvarians347744	K11204
Cvarians83773	K02960
Cvarians63965	K03115
Cvarians39881	K04400
Cvarians359426	K10280
Cvarians236009	K14556
Cvarians421673	K16365
Cvarians241934	K16777
Cvarians2908	K02910
Cvarians224103	K19306
Cvarians300570	K10380
Cvarians403050	K00801
Cvarians56046	K09420
Cvarians18772	K06093
Cvarians31046	K03257
Cvarians470236	K04487
Cvarians4714	K08858
Cvarians468904	K01336
Cvarians304026	K19801
Cvarians295343	K22556
Cvarians27173	K11340
Cvarians312353	K12599
Cvarians231447	K01823
Cvarians346163	K06091
Cvarians25466	K15263
Cvarians488742	K00333
Cvarians419673	K23781
Cvarians33024	K20241
Cvarians389735	K15498
Cvarians18405	K01897
Cvarians166716	K13250
Cvarians294552	K17544
Cvarians293212	K02953
Cvarians86568	K10380
Cvarians84885	K04378
Cvarians168384	K13861
Cvarians54623	K04357
Cvarians90701	K11644
Cvarians300511	K01265
Cvarians48498	K11254
Cvarians477319	K05643
Cvarians466537	K00831
Cvarians135206	K00457
Cvarians3689	K02111
Cvarians111115	K11338
Cvarians46709	K09048
Cvarians55629	K00814
Cvarians101244	K02865
Cvarians485734	K11418
Cvarians348766	K00227
Cvarians107	K04498
Cvarians363219	K02865
Cvarians473691	K01674
Cvarians121503	K23344
Cvarians22744	K06767
Cvarians187636	K10863
Cvarians95538	K01115
Cvarians95735	K21440
Cvarians85929	K14424
Cvarians28519	K15362
Cvarians4118	K10754
Cvarians65180	K01749
Cvarians350894	K04373
Cvarians95838	K05110
Cvarians685	K00008
Cvarians14523	K12846
Cvarians5327	K11662
Cvarians4791	K20291
Cvarians120922	K25059
Cvarians356339	K02900
Cvarians224309	K01674
Cvarians12833	K12035
Cvarians18049	K16072
Cvarians114143	K11886
Cvarians1112	K04532
Cvarians101250	K10880
Cvarians4089	K02599
Cvarians111382	K11987
Cvarians1794	K20179
Cvarians11322	K11390
Cvarians128539	K02997
Cvarians356286	K06888
Cvarians86638	K04417
Cvarians365650	K02320
Cvarians63980	K09485
Cvarians83542	K04708
Cvarians29482	K01858
Cvarians46929	K24335
Cvarians24973	K01749
Cvarians162759	K17920
Cvarians104407	K09571
Cvarians7373	K19681
Cvarians46364	K06215
Cvarians361050	K02878
Cvarians135146	K04649
Cvarians297908	K02734
Cvarians236648	K10645
Cvarians42134	K10858
Cvarians292902	K01758
Cvarians165180	K08132
Cvarians233533	K09498
Cvarians353265	K02947
Cvarians9292	K22262
Cvarians117757	K17964
Cvarians26284	K20123
Cvarians48544	K09580
Cvarians184314	K01902
Cvarians2699	K07611
Cvarians459625	K19329
Cvarians105666	K07375
Cvarians26353	K09848
Cvarians150738	K05110
Cvarians282342	K11273
Cvarians24137	K01836
Cvarians75949	K03798
Cvarians431229	K02542
Cvarians17038	K12646
Cvarians40908	K07893
Cvarians3790	K03934
Cvarians118328	K02885
Cvarians56374	K08814
Cvarians193619	K10577
Cvarians351405	K02519
Cvarians2091	K25374
Cvarians164950	K03654
Cvarians182672	K09584
Cvarians59353	K07390
Cvarians12347	K05695
Cvarians36401	K03006
Cvarians345144	K04437
Cvarians120358	K00326
Cvarians34848	K15084
Cvarians119373	K14792
Cvarians26678	K17341
Cvarians149998	K06276
Cvarians9465	K07375
Cvarians179210	K06640
Cvarians7733	K17592
Cvarians25664	K10900
Cvarians20657	K04345
Cvarians16304	K03263
Cvarians333307	K17255
Cvarians186830	K00432
Cvarians125282	K05126
Cvarians13419	K02938
Cvarians56804	K11654
Cvarians57998	K08874
Cvarians63730	K06496
Cvarians139416	K02889
Cvarians152562	K11290
Cvarians380182	K12350
Cvarians11298	K06271
Cvarians476136	K09608
Cvarians136094	K24350
Cvarians45518	K01687
Cvarians480148	K20278
Cvarians8303	K15627
Cvarians53163	K12035
Cvarians488108	K00953
Cvarians25629	K05610
Cvarians125823	K02149
Cvarians128707	K18260
Cvarians409572	K17550
Cvarians486492	K08008
Cvarians20791	K09848
Cvarians306966	K09848
Cvarians20584	K12619
Cvarians341181	K15181
Cvarians108459	K24470
Cvarians80886	K24674
Cvarians145980	K00002
Cvarians484852	K14863
Cvarians37897	K00059
Cvarians110551	K04688
Cvarians3276	K15106
Cvarians153767	K20051
Cvarians1206	K17341
Cvarians85070	K24956
Cvarians150889	K14792
Cvarians290451	K20174
Cvarians164378	K16726
Cvarians108158	K13201
Cvarians74691	K08568
Cvarians166514	K01897
Cvarians16265	K22754
Cvarians356168	K10380
Cvarians15188	K19476
Cvarians263425	K09553
Cvarians460327	K13337
Cvarians285835	K00927
Cvarians458801	K10843
Cvarians69633	K10839
Cvarians17030	K20294
Cvarians122996	K05110
Cvarians124132	K08111
Cvarians303075	K19525
Cvarians29519	K02136
Cvarians180346	K03035
Cvarians226122	K04078
Cvarians47366	K02962
Cvarians60673	K24470
Cvarians6202	K05110
Cvarians466280	K12479
Cvarians16813	K22754
Cvarians48271	K18208
Cvarians235066	K17616
Cvarians306610	K02937
Cvarians19397	K09608
Cvarians231002	K01551
Cvarians356817	K01537
Cvarians4550	K15042
Cvarians42611	K12741
Cvarians22895	K03846
Cvarians231765	K16506
Cvarians407522	K17086
Cvarians116916	K03676
Cvarians8348	K17087
Cvarians80639	K00078
Cvarians225004	K14569
Cvarians378869	K24674
Cvarians71442	K17732
Cvarians6413	K19625
Cvarians180887	K05768
Cvarians74198	K05627
Cvarians15002	K24889
Cvarians73251	K00507
Cvarians293777	K02540
Cvarians241097	K08635
Cvarians3071	K04079
Cvarians70076	K04534
Cvarians411431	K20471
Cvarians39334	K00060
Cvarians142491	K00648
Cvarians243784	K20408
Cvarians56773	K23292
Cvarians58246	K19467
Cvarians174138	K10606
Cvarians360030	K12479
Cvarians128231	K01881
Cvarians17537	K12492
Cvarians37519	K24224
Cvarians53864	K03174
Cvarians38455	K09420
Cvarians39779	K01001
Cvarians43961	K12259
Cvarians461930	K09214
Cvarians3122	K12301
Cvarians14884	K20899
Cvarians290624	K01262
Cvarians4732	K08074
Cvarians233127	K18930
Cvarians167811	K10756
Cvarians36754	K10591
Cvarians107761	K04728
Cvarians5018	K10144
Cvarians56809	K02078
Cvarians27437	K12035
Cvarians118975	K10747
Cvarians74279	K20100
Cvarians69651	K10400
Cvarians221400	K01298
Cvarians458301	K14553
Cvarians13118	K24523
Cvarians404354	K18422
Cvarians57248	K09829
Cvarians469075	K09355
Cvarians406478	K07442
Cvarians130189	K10268
Cvarians3869	K12404
Cvarians58454	K04718
Cvarians67915	K12800
Cvarians98040	K10408
Cvarians282115	K05758
Cvarians50097	K13191
Cvarians4376	K01206
Cvarians88261	K00485
Cvarians1249	K23209
Cvarians61555	K07497
Cvarians84432	K02470
Cvarians402354	K15176
Cvarians219750	K14558
Cvarians6067	K05610
Cvarians56850	K07497
Cvarians51904	K03028
Cvarians95293	K04984
Cvarians290232	K02111
Cvarians102771	K06766
Cvarians81959	K11319
Cvarians23312	K22803
Cvarians57005	K02969
Cvarians187855	K12181
Cvarians22976	K14445
Cvarians346345	K12670
Cvarians368378	K12670
Cvarians119893	K14563
Cvarians194608	K24062
Cvarians94971	K08635
Cvarians357733	K11450
Cvarians5588	K03259
Cvarians9748	K13026
Cvarians18743	K01852
Cvarians4466	K15684
Cvarians59397	K11647
Cvarians12416	K02991
Cvarians62129	K01749
Cvarians38775	K10595
Cvarians400524	K15187
Cvarians78263	K12008
Cvarians17731	K13411
Cvarians412688	K04512
Cvarians38120	K14945
Cvarians130228	K06665
Cvarians230437	K18411
Cvarians48103	K17286
Cvarians55353	K15113
Cvarians6158	K03644
Cvarians380153	K00953
Cvarians61460	K17286
Cvarians60987	K14708
Cvarians13514	K00318
Cvarians113277	K07497
Cvarians195814	K12404
Cvarians304065	K03029
Cvarians357471	K02960
Cvarians2697	K15272
Cvarians113878	K11253
Cvarians2485	K16175
Cvarians91697	K05740
Cvarians98953	K16675
Cvarians36590	K07937
Cvarians480539	K15172
Cvarians25737	K03065
Cvarians448482	K19196
Cvarians90497	K02156
Cvarians4226	K14085
Cvarians15404	K13205
Cvarians352599	K23564
Cvarians117815	K06129
Cvarians246195	K09497
Cvarians467660	K02993
Cvarians55281	K17871
Cvarians420159	K05658
Cvarians36732	K10380
Cvarians158391	K11262
Cvarians66259	K01135
Cvarians120388	K24047
Cvarians9599	K13143
Cvarians434063	K10392
Cvarians51347	K03174
Cvarians5754	K11839
Cvarians84651	K03455
Cvarians367614	K12189
Cvarians292	K01866
Cvarians44267	K17086
Cvarians183932	K17623
Cvarians105032	K07151
Cvarians154521	K04646
Cvarians16416	K20363
Cvarians29466	K03555
Cvarians346740	K15153
Cvarians360522	K01733
Cvarians15399	K03242
Cvarians16707	K09848
Cvarians92999	K19867
Cvarians274546	K14312
Cvarians46045	K18681
Cvarians230824	K01054
Cvarians18855	K21634
Cvarians135773	K03138
Cvarians7743	K11204
Cvarians413432	K20100
Cvarians84498	K15920
Cvarians57437	K17986
Cvarians165682	K03260
Cvarians8253	K05728
Cvarians540	K13617
Cvarians5450	K01487
Cvarians173610	K12132
Cvarians121088	K10396
Cvarians11318	K04615
Cvarians18032	K02330
Cvarians24921	K02949
Cvarians466924	K08855
Cvarians409762	K10380
Cvarians317453	K06268
Cvarians118169	K03654
Cvarians435692	K22754
Cvarians81362	K14397
Cvarians222437	K17099
Cvarians1292	K03028
Cvarians54648	K12830
Cvarians183376	K03241
Cvarians195448	K10901
Cvarians42243	K00599
Cvarians477707	K12845
Cvarians81459	K24974
Cvarians76995	K07440
Cvarians140838	K00927
Cvarians100740	K09490
Cvarians229265	K10638
Cvarians570	K12661
Cvarians6848	K13094
Cvarians131258	K09580
Cvarians20214	K01528
Cvarians13353	K22544
Cvarians163982	K03257
Cvarians33195	K02882
Cvarians21339	K11655
Cvarians56454	K11188
Cvarians148792	K00963
Cvarians293097	K10413
Cvarians6391	K03242
Cvarians11499	K01915
Cvarians21505	K03671
Cvarians400174	K14843
Cvarians170131	K10408
Cvarians41148	K07374
Cvarians39245	K13098
Cvarians146104	K00544
Cvarians11572	K10391
Cvarians19788	K05286
Cvarians203728	K05767
Cvarians9831	K09108
Cvarians107906	K01208
Cvarians137624	K03676
Cvarians106672	K04456
Cvarians16684	K08869
Cvarians58921	K03259
Cvarians287617	K04602
Cvarians46514	K04424
Cvarians174807	K14848
Cvarians8389	K02335
Cvarians494880	K11253
Cvarians399606	K18033
Cvarians90607	K00387
Cvarians280232	K06174
Cvarians37122	K12567
Cvarians302154	K04459
Cvarians8693	K17506
Cvarians33087	K03174
Cvarians15623	K17972
Cvarians15648	K21440
Cvarians8494	K19306
Cvarians381032	K10610
Cvarians4559	K06275
Cvarians459252	K07277
Cvarians127255	K06636
Cvarians382238	K15118
Cvarians3265	K11970
Cvarians7471	K08066
Cvarians47583	K02599
Cvarians9310	K11414
Cvarians220748	K07893
Cvarians37457	K02516
Cvarians6476	K22614
Cvarians340733	K00681
Cvarians162226	K01490
Cvarians56375	K14405
Cvarians139837	K06269
Cvarians103960	K11648
Cvarians14701	K08867
Cvarians379541	K04798
Cvarians464044	K12132
Cvarians45368	K11367
Cvarians6666	K06943
Cvarians108626	K15119
Cvarians83832	K02978
Cvarians137899	K06271
Cvarians458795	K00382
Cvarians4949	K17535
Cvarians125287	K06689
Cvarians403620	K02136
Cvarians9933	K13806
Cvarians411289	K02727
Cvarians88584	K03654
Cvarians341486	K08076
Cvarians291735	K13208
Cvarians166283	K04536
Cvarians174900	K01783
Cvarians12119	K12398
Cvarians178401	K00031
Cvarians58609	K07152
Cvarians82516	K00670
Cvarians34810	K12168
Cvarians54177	K12405
Cvarians6527	K10397
Cvarians56398	K24315
Cvarians42339	K01915
Cvarians124128	K19194
Cvarians45662	K00432
Cvarians75112	K20865
Cvarians349988	K03841
Cvarians107394	K10579
Cvarians158663	K16465
Cvarians57739	K06265
Cvarians5172	K00326
Cvarians22103	K14415
Cvarians175082	K14455
Cvarians26144	K19737
Cvarians134350	K14574
Cvarians16714	K07374
Cvarians157132	K17263
Cvarians1679	K21053
Cvarians231602	K13719
Cvarians12429	K20456
Cvarians22009	K02154
Cvarians48443	K17341
Cvarians15649	K24735
Cvarians485807	K02969
Cvarians220251	K17307
Cvarians69140	K06965
Cvarians180743	K12348
Cvarians10596	K11147
Cvarians11374	K12132
Cvarians95750	K14638
Cvarians400250	K06171
Cvarians116035	K12474
Cvarians30756	K07494
Cvarians49840	K04424
Cvarians59525	K19348
Cvarians11669	K01887
Cvarians124038	K00873
Cvarians10171	K12035
Cvarians309421	K18798
Cvarians95343	K22991
Cvarians137963	K01672
Cvarians11351	K12831
Cvarians160550	K14206
Cvarians48773	K17686
Cvarians17320	K09624
Cvarians150754	K03869
Cvarians312432	K03521
Cvarians84518	K07375
Cvarians1463	K20106
Cvarians62245	K02940
Cvarians469393	K23677
Cvarians8038	K21772
Cvarians28275	K01539
Cvarians112654	K24047
Cvarians173329	K00547
Cvarians14643	K07573
Cvarians68551	K04658
Cvarians61862	K16726
Cvarians13321	K11424
Cvarians362279	K00831
Cvarians62334	K03257
Cvarians62297	K09848
Cvarians400764	K00858
Cvarians131739	K00721
Cvarians462331	K17302
Cvarians260525	K15292
Cvarians176142	K00627
Cvarians25574	K20899
Cvarians135006	K03178
Cvarians350176	K01262
Cvarians1880	K00849
Cvarians131004	K09497
Cvarians465139	K08568
Cvarians481087	K01810
Cvarians77917	K02946
Cvarians460363	K20293
Cvarians468514	K22531
Cvarians50499	K01873
Cvarians417480	K02984
Cvarians125106	K02974
Cvarians403368	K02877
Cvarians53053	K12035
Cvarians180196	K03544
Cvarians151509	K23344
Cvarians2855	K14297
Cvarians44034	K08798
